1778625935.757615 server started (66537): version 3.6a, socket /tmp/tmux-1001/default, protocol 8
1778625935.757699 on Linux 7.0.5-1-aarch64-ARCH #1 SMP PREEMPT_DYNAMIC Fri May  8 09:46:42 UTC 2026
1778625935.757708 using libevent 2.1.12-stable poll
1778625935.757714 using ncurses 6.5 20240427
1778625936.660997 cmdq_next <client-66682>: [bind-key/0xaaab0524e030] (0), flags 0
1778625936.661005 cmd_find_best_session: 0 sessions to try
1778625936.661012 cmd_find_current_client: no target, return (nil)
1778625936.661018 cmd_find_best_session: 0 sessions to try
1778625936.661023 cmd_find_best_session: 0 sessions to try
1778625936.661032 cmd_parse_build_commands 0:0: select-pane
1778625936.661037 cmd_parse_build_commands 0:1: -U
1778625936.661053 args_parse_flags: next -U
1778625936.661059 args_parse_flags: -U
1778625936.661064 args_parse: flags end at 2 of 2
1778625936.661072 cmd_parse_build_commands: select-pane -U
1778625936.661092 key_bindings_add: 0x20000000006b C-k = select-pane -U
1778625936.661100 cmd_find_best_session: 0 sessions to try
1778625936.661106 unref client 0xaaab0529ead0 (3 references)
1778625936.661116 cmdq_next <client-66682>: [server_client_command_done/0xaaab0526c7f0] (1), flags 0
1778625936.661122 unref client 0xaaab0529ead0 (2 references)
1778625936.661131 cmdq_next <client-66682>: exit (empty)
1778625936.661136 cmdq_next <global>: waiting
1778625936.661141 cmdq_next </dev/pts/0>: waiting
1778625936.661146 cmdq_next <client-66682>: empty
1778625936.661154 sending message 203 to peer 0xaaab052759e0 (4 bytes)
1778625936.661185 cmdq_next <global>: waiting
1778625936.661193 cmdq_next </dev/pts/0>: waiting
1778625936.661198 cmdq_next <client-66682>: empty
1778625936.661863 lost client 0xaaab0529ead0
1778625936.661934 remove peer 0xaaab052759e0
1778625936.661983 unref client 0xaaab0529ead0 (1 references)
1778625936.661999 free client 0xaaab0529ead0 (0 references)
1778625936.662012 cmdq_next <global>: waiting
1778625936.662019 cmdq_next </dev/pts/0>: waiting
1778625936.674172 add peer 0xaaab052759e0: 10 (0xaaab0529ead0)
1778625936.674227 new client 0xaaab0529ead0
1778625936.674238 cmdq_next <global>: waiting
1778625936.674245 cmdq_next </dev/pts/0>: waiting
1778625936.674313 peer 0xaaab052759e0 message 111
1778625936.674325 client 0xaaab0529ead0 IDENTIFY_LONGFLAGS 0x10000
1778625936.674331 peer 0xaaab052759e0 message 111
1778625936.674336 client 0xaaab0529ead0 IDENTIFY_LONGFLAGS 0x10000
1778625936.674342 peer 0xaaab052759e0 message 101
1778625936.674348 client 0xaaab0529ead0 IDENTIFY_TERM 
1778625936.674353 peer 0xaaab052759e0 message 109
1778625936.674359 client 0xaaab0529ead0 IDENTIFY_FEATURES 
1778625936.674365 peer 0xaaab052759e0 message 102
1778625936.674370 client 0xaaab0529ead0 IDENTIFY_TTYNAME 
1778625936.674375 peer 0xaaab052759e0 message 108
1778625936.674388 client 0xaaab0529ead0 IDENTIFY_CWD /home/pippins/terminal-config
1778625936.674395 peer 0xaaab052759e0 message 104
1778625936.674401 client 0xaaab0529ead0 IDENTIFY_STDIN 11
1778625936.674408 cmdq_next <global>: waiting
1778625936.674414 cmdq_next </dev/pts/0>: waiting
1778625936.674453 peer 0xaaab052759e0 message 110
1778625936.674460 client 0xaaab0529ead0 IDENTIFY_STDOUT 12
1778625936.674466 peer 0xaaab052759e0 message 107
1778625936.674471 client 0xaaab0529ead0 IDENTIFY_CLIENTPID 66686
1778625936.674477 peer 0xaaab052759e0 message 105
1778625936.674484 client 0xaaab0529ead0 IDENTIFY_ENVIRON SHELL=/bin/zsh
1778625936.674490 peer 0xaaab052759e0 message 105
1778625936.674524 client 0xaaab0529ead0 IDENTIFY_ENVIRON TOP_PID=66563
1778625936.674531 peer 0xaaab052759e0 message 105
1778625936.674538 client 0xaaab0529ead0 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1001/default,66537,-1
1778625936.674543 peer 0xaaab052759e0 message 105
1778625936.674551 client 0xaaab0529ead0 IDENTIFY_ENVIRON ZSH_CACHE_DIR=/home/pippins/.cache/zinit
1778625936.674556 peer 0xaaab052759e0 message 105
1778625936.674566 client 0xaaab0529ead0 IDENTIFY_ENVIRON _P9K_TTY=/dev/pts/0
1778625936.674571 peer 0xaaab052759e0 message 105
1778625936.674578 client 0xaaab0529ead0 IDENTIFY_ENVIRON P9K_TTY=old
1778625936.674583 peer 0xaaab052759e0 message 105
1778625936.674590 client 0xaaab0529ead0 IDENTIFY_ENVIRON PMSPEC=0uUpiPsf
1778625936.674598 peer 0xaaab052759e0 message 105
1778625936.674605 client 0xaaab0529ead0 IDENTIFY_ENVIRON PWD=/home/pippins/terminal-config
1778625936.674610 peer 0xaaab052759e0 message 105
1778625936.674617 client 0xaaab0529ead0 IDENTIFY_ENVIRON LOGNAME=pippins
1778625936.674622 peer 0xaaab052759e0 message 105
1778625936.674629 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_TYPE=tty
1778625936.674634 peer 0xaaab052759e0 message 105
1778625936.674643 client 0xaaab0529ead0 IDENTIFY_ENVIRON MOTD_SHOWN=pam
1778625936.674648 peer 0xaaab052759e0 message 105
1778625936.674655 client 0xaaab0529ead0 IDENTIFY_ENVIRON HOME=/home/pippins
1778625936.674661 peer 0xaaab052759e0 message 105
1778625936.674667 client 0xaaab0529ead0 IDENTIFY_ENVIRON LANG=C
1778625936.674672 peer 0xaaab052759e0 message 105
1778625936.674680 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_CONNECTION=192.168.1.10 31553 192.168.1.32 22
1778625936.674685 peer 0xaaab052759e0 message 105
1778625936.674692 client 0xaaab0529ead0 IDENTIFY_ENVIRON ZPFX=/home/pippins/.local/share/zinit/polaris
1778625936.674698 peer 0xaaab052759e0 message 105
1778625936.674707 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1778625936.674712 peer 0xaaab052759e0 message 105
1778625936.674719 client 0xaaab0529ead0 IDENTIFY_ENVIRON USER=pippins
1778625936.674725 peer 0xaaab052759e0 message 105
1778625936.674731 client 0xaaab0529ead0 IDENTIFY_ENVIRON SHLVL=3
1778625936.674736 peer 0xaaab052759e0 message 105
1778625936.674743 client 0xaaab0529ead0 IDENTIFY_ENVIRON _P9K_SSH_TTY=/dev/pts/0
1778625936.674749 peer 0xaaab052759e0 message 105
1778625936.674757 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_ID=27
1778625936.674763 peer 0xaaab052759e0 message 105
1778625936.674770 client 0xaaab0529ead0 IDENTIFY_ENVIRON LC_CTYPE=
1778625936.674775 peer 0xaaab052759e0 message 105
1778625936.674782 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1001
1778625936.674788 peer 0xaaab052759e0 message 105
1778625936.674795 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_CLIENT=192.168.1.10 31553 22
1778625936.674800 peer 0xaaab052759e0 message 105
1778625936.674809 client 0xaaab0529ead0 IDENTIFY_ENVIRON P9K_SSH=1
1778625936.674817 peer 0xaaab052759e0 message 105
1778625936.674827 client 0xaaab0529ead0 IDENTIFY_ENVIRON PATH=/home/pippins/.local/share/zinit/polaris/bin:/usr/local/sbin:/usr/local/bin:/usr/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl
1778625936.674834 peer 0xaaab052759e0 message 105
1778625936.674841 client 0xaaab0529ead0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1001/bus
1778625936.674847 peer 0xaaab052759e0 message 105
1778625936.674853 client 0xaaab0529ead0 IDENTIFY_ENVIRON MAIL=/var/spool/mail/pippins
1778625936.674859 peer 0xaaab052759e0 message 105
1778625936.674865 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_TTY=/dev/pts/0
1778625936.674890 peer 0xaaab052759e0 message 105
1778625936.674911 client 0xaaab0529ead0 IDENTIFY_ENVIRON OLDPWD=/home/pippins
1778625936.674918 peer 0xaaab052759e0 message 105
1778625936.674925 client 0xaaab0529ead0 IDENTIFY_ENVIRON _=/usr/bin/tmux
1778625936.674930 peer 0xaaab052759e0 message 106
1778625936.674937 client 0xaaab0529ead0 name is client-66686
1778625936.674949 cmdq_next <global>: waiting
1778625936.674956 cmdq_next </dev/pts/0>: waiting
1778625936.674975 cmdq_next <client-66686>: empty
1778625936.674997 peer 0xaaab052759e0 message 200
1778625936.675006 cmd_unpack_argv: argv[0]=show-options
1778625936.675012 cmd_unpack_argv: argv[1]=-gq
1778625936.675017 cmd_unpack_argv: argv[2]=@vim_navigator_pattern
1778625936.675027 cmd_parse_build_commands 0:0: show-options
1778625936.675033 cmd_parse_build_commands 0:1: -gq
1778625936.675038 cmd_parse_build_commands 0:2: @vim_navigator_pattern
1778625936.675060 args_parse_flags: next -gq
1778625936.675066 args_parse_flags: -g
1778625936.675071 args_parse_flags: -q
1778625936.675077 args_parse_flags: next @vim_navigator_pattern
1778625936.675082 args_parse: flags end at 2 of 3
1778625936.675088 args_parse: 2 = @vim_navigator_pattern (type STRING)
1778625936.675103 cmd_parse_build_commands: show-options -gq @vim_navigator_pattern
1778625936.675114 cmdq_get_command: [show-options/0xaaab05276620] group 3064
1778625936.675121 cmdq_append <client-66686>: [show-options/0xaaab05276620]
1778625936.675128 cmdq_append <client-66686>: [server_client_command_done/0xaaab05258d50]
1778625936.675136 cmdq_next <global>: waiting
1778625936.675141 cmdq_next </dev/pts/0>: waiting
1778625936.675147 cmdq_next <client-66686>: enter
1778625936.675153 cmdq_next <client-66686>: [show-options/0xaaab05276620] (0), flags 0
1778625936.675161 cmd_find_best_session: 0 sessions to try
1778625936.675168 cmd_find_current_client: no target, return (nil)
1778625936.675174 cmd_find_best_session: 0 sessions to try
1778625936.675182 cmd_find_target: target none, type pane, item 0xaaab05276620, flags QUIET,CANFAIL
1778625936.675189 cmd_find_best_session: 0 sessions to try
1778625936.675194 cmd_find_target: error
1778625936.675203 format_defaults: c=none
1778625936.675208 format_defaults: s=none
1778625936.675212 format_defaults: wl=none
1778625936.675217 format_defaults: wp=none
1778625936.675225 format_expand1: expanding format: @vim_navigator_pattern
1778625936.675232 format_expand1: result is: @vim_navigator_pattern
1778625936.675241 unref client 0xaaab0529ead0 (4 references)
1778625936.675253 cmd_find_best_session: 0 sessions to try
1778625936.675259 unref client 0xaaab0529ead0 (3 references)
1778625936.675268 cmdq_next <client-66686>: [server_client_command_done/0xaaab05258d50] (1), flags 0
1778625936.675274 unref client 0xaaab0529ead0 (2 references)
1778625936.675280 cmdq_next <client-66686>: exit (empty)
1778625936.675285 cmdq_next <global>: waiting
1778625936.675290 cmdq_next </dev/pts/0>: waiting
1778625936.675295 cmdq_next <client-66686>: empty
1778625936.675302 sending message 203 to peer 0xaaab052759e0 (4 bytes)
1778625936.675333 cmdq_next <global>: waiting
1778625936.675341 cmdq_next </dev/pts/0>: waiting
1778625936.675348 cmdq_next <client-66686>: empty
1778625936.676082 lost client 0xaaab0529ead0
1778625936.676144 remove peer 0xaaab052759e0
1778625936.676173 unref client 0xaaab0529ead0 (1 references)
1778625936.676188 free client 0xaaab0529ead0 (0 references)
1778625936.676198 cmdq_next <global>: waiting
1778625936.676205 cmdq_next </dev/pts/0>: waiting
1778625936.688322 add peer 0xaaab052759e0: 10 (0xaaab0529ead0)
1778625936.688379 new client 0xaaab0529ead0
1778625936.688390 cmdq_next <global>: waiting
1778625936.688396 cmdq_next </dev/pts/0>: waiting
1778625936.688445 peer 0xaaab052759e0 message 111
1778625936.688455 client 0xaaab0529ead0 IDENTIFY_LONGFLAGS 0x10000
1778625936.688461 peer 0xaaab052759e0 message 111
1778625936.688469 client 0xaaab0529ead0 IDENTIFY_LONGFLAGS 0x10000
1778625936.688475 peer 0xaaab052759e0 message 101
1778625936.688481 client 0xaaab0529ead0 IDENTIFY_TERM 
1778625936.688486 peer 0xaaab052759e0 message 109
1778625936.688492 client 0xaaab0529ead0 IDENTIFY_FEATURES 
1778625936.688498 peer 0xaaab052759e0 message 102
1778625936.688504 client 0xaaab0529ead0 IDENTIFY_TTYNAME 
1778625936.688509 peer 0xaaab052759e0 message 108
1778625936.688521 client 0xaaab0529ead0 IDENTIFY_CWD /home/pippins/terminal-config
1778625936.688528 peer 0xaaab052759e0 message 104
1778625936.688534 client 0xaaab0529ead0 IDENTIFY_STDIN 11
1778625936.688567 cmdq_next <global>: waiting
1778625936.688574 cmdq_next </dev/pts/0>: waiting
1778625936.688612 peer 0xaaab052759e0 message 110
1778625936.688620 client 0xaaab0529ead0 IDENTIFY_STDOUT 12
1778625936.688626 peer 0xaaab052759e0 message 107
1778625936.688631 client 0xaaab0529ead0 IDENTIFY_CLIENTPID 66689
1778625936.688636 peer 0xaaab052759e0 message 105
1778625936.688644 client 0xaaab0529ead0 IDENTIFY_ENVIRON SHELL=/bin/zsh
1778625936.688649 peer 0xaaab052759e0 message 105
1778625936.688655 client 0xaaab0529ead0 IDENTIFY_ENVIRON TOP_PID=66563
1778625936.688661 peer 0xaaab052759e0 message 105
1778625936.688671 client 0xaaab0529ead0 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1001/default,66537,-1
1778625936.688676 peer 0xaaab052759e0 message 105
1778625936.688683 client 0xaaab0529ead0 IDENTIFY_ENVIRON ZSH_CACHE_DIR=/home/pippins/.cache/zinit
1778625936.688691 peer 0xaaab052759e0 message 105
1778625936.688701 client 0xaaab0529ead0 IDENTIFY_ENVIRON _P9K_TTY=/dev/pts/0
1778625936.688706 peer 0xaaab052759e0 message 105
1778625936.688713 client 0xaaab0529ead0 IDENTIFY_ENVIRON P9K_TTY=old
1778625936.688718 peer 0xaaab052759e0 message 105
1778625936.688725 client 0xaaab0529ead0 IDENTIFY_ENVIRON PMSPEC=0uUpiPsf
1778625936.688730 peer 0xaaab052759e0 message 105
1778625936.688738 client 0xaaab0529ead0 IDENTIFY_ENVIRON PWD=/home/pippins/terminal-config
1778625936.688743 peer 0xaaab052759e0 message 105
1778625936.688750 client 0xaaab0529ead0 IDENTIFY_ENVIRON LOGNAME=pippins
1778625936.688755 peer 0xaaab052759e0 message 105
1778625936.688762 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_TYPE=tty
1778625936.688767 peer 0xaaab052759e0 message 105
1778625936.688774 client 0xaaab0529ead0 IDENTIFY_ENVIRON MOTD_SHOWN=pam
1778625936.688779 peer 0xaaab052759e0 message 105
1778625936.688786 client 0xaaab0529ead0 IDENTIFY_ENVIRON HOME=/home/pippins
1778625936.688792 peer 0xaaab052759e0 message 105
1778625936.688798 client 0xaaab0529ead0 IDENTIFY_ENVIRON LANG=C
1778625936.688804 peer 0xaaab052759e0 message 105
1778625936.688814 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_CONNECTION=192.168.1.10 31553 192.168.1.32 22
1778625936.688820 peer 0xaaab052759e0 message 105
1778625936.688827 client 0xaaab0529ead0 IDENTIFY_ENVIRON ZPFX=/home/pippins/.local/share/zinit/polaris
1778625936.688833 peer 0xaaab052759e0 message 105
1778625936.688843 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1778625936.688849 peer 0xaaab052759e0 message 105
1778625936.688856 client 0xaaab0529ead0 IDENTIFY_ENVIRON USER=pippins
1778625936.688862 peer 0xaaab052759e0 message 105
1778625936.688868 client 0xaaab0529ead0 IDENTIFY_ENVIRON SHLVL=3
1778625936.688894 peer 0xaaab052759e0 message 105
1778625936.688911 client 0xaaab0529ead0 IDENTIFY_ENVIRON _P9K_SSH_TTY=/dev/pts/0
1778625936.688917 peer 0xaaab052759e0 message 105
1778625936.688924 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_ID=27
1778625936.688930 peer 0xaaab052759e0 message 105
1778625936.688936 client 0xaaab0529ead0 IDENTIFY_ENVIRON LC_CTYPE=
1778625936.688944 peer 0xaaab052759e0 message 105
1778625936.688950 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1001
1778625936.688956 peer 0xaaab052759e0 message 105
1778625936.688963 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_CLIENT=192.168.1.10 31553 22
1778625936.688968 peer 0xaaab052759e0 message 105
1778625936.688977 client 0xaaab0529ead0 IDENTIFY_ENVIRON P9K_SSH=1
1778625936.688982 peer 0xaaab052759e0 message 105
1778625936.688993 client 0xaaab0529ead0 IDENTIFY_ENVIRON PATH=/home/pippins/.local/share/zinit/polaris/bin:/usr/local/sbin:/usr/local/bin:/usr/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl
1778625936.688999 peer 0xaaab052759e0 message 105
1778625936.689007 client 0xaaab0529ead0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1001/bus
1778625936.689012 peer 0xaaab052759e0 message 105
1778625936.689019 client 0xaaab0529ead0 IDENTIFY_ENVIRON MAIL=/var/spool/mail/pippins
1778625936.689025 peer 0xaaab052759e0 message 105
1778625936.689032 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_TTY=/dev/pts/0
1778625936.689052 peer 0xaaab052759e0 message 105
1778625936.689062 client 0xaaab0529ead0 IDENTIFY_ENVIRON OLDPWD=/home/pippins
1778625936.689068 peer 0xaaab052759e0 message 105
1778625936.689074 client 0xaaab0529ead0 IDENTIFY_ENVIRON _=/usr/bin/tmux
1778625936.689080 peer 0xaaab052759e0 message 106
1778625936.689086 client 0xaaab0529ead0 name is client-66689
1778625936.689099 cmdq_next <global>: waiting
1778625936.689105 cmdq_next </dev/pts/0>: waiting
1778625936.689110 cmdq_next <client-66689>: empty
1778625936.689131 peer 0xaaab052759e0 message 200
1778625936.689140 cmd_unpack_argv: argv[0]=show-options
1778625936.689145 cmd_unpack_argv: argv[1]=-gq
1778625936.689151 cmd_unpack_argv: argv[2]=@vim_navigator_check
1778625936.689161 cmd_parse_build_commands 0:0: show-options
1778625936.689166 cmd_parse_build_commands 0:1: -gq
1778625936.689172 cmd_parse_build_commands 0:2: @vim_navigator_check
1778625936.689196 args_parse_flags: next -gq
1778625936.689201 args_parse_flags: -g
1778625936.689207 args_parse_flags: -q
1778625936.689212 args_parse_flags: next @vim_navigator_check
1778625936.689217 args_parse: flags end at 2 of 3
1778625936.689223 args_parse: 2 = @vim_navigator_check (type STRING)
1778625936.689237 cmd_parse_build_commands: show-options -gq @vim_navigator_check
1778625936.689248 cmdq_get_command: [show-options/0xaaab0526d320] group 3068
1778625936.689255 cmdq_append <client-66689>: [show-options/0xaaab0526d320]
1778625936.689262 cmdq_append <client-66689>: [server_client_command_done/0xaaab0522d010]
1778625936.689270 cmdq_next <global>: waiting
1778625936.689275 cmdq_next </dev/pts/0>: waiting
1778625936.689280 cmdq_next <client-66689>: enter
1778625936.689287 cmdq_next <client-66689>: [show-options/0xaaab0526d320] (0), flags 0
1778625936.689294 cmd_find_best_session: 0 sessions to try
1778625936.689302 cmd_find_current_client: no target, return (nil)
1778625936.689310 cmd_find_best_session: 0 sessions to try
1778625936.689319 cmd_find_target: target none, type pane, item 0xaaab0526d320, flags QUIET,CANFAIL
1778625936.689326 cmd_find_best_session: 0 sessions to try
1778625936.689330 cmd_find_target: error
1778625936.689339 format_defaults: c=none
1778625936.689344 format_defaults: s=none
1778625936.689348 format_defaults: wl=none
1778625936.689352 format_defaults: wp=none
1778625936.689360 format_expand1: expanding format: @vim_navigator_check
1778625936.689366 format_expand1: result is: @vim_navigator_check
1778625936.689373 unref client 0xaaab0529ead0 (4 references)
1778625936.689385 cmd_find_best_session: 0 sessions to try
1778625936.689391 unref client 0xaaab0529ead0 (3 references)
1778625936.689400 cmdq_next <client-66689>: [server_client_command_done/0xaaab0522d010] (1), flags 0
1778625936.689406 unref client 0xaaab0529ead0 (2 references)
1778625936.689412 cmdq_next <client-66689>: exit (empty)
1778625936.689416 cmdq_next <global>: waiting
1778625936.689422 cmdq_next </dev/pts/0>: waiting
1778625936.689428 cmdq_next <client-66689>: empty
1778625936.689435 sending message 203 to peer 0xaaab052759e0 (4 bytes)
1778625936.689466 cmdq_next <global>: waiting
1778625936.689474 cmdq_next </dev/pts/0>: waiting
1778625936.689480 cmdq_next <client-66689>: empty
1778625936.690154 lost client 0xaaab0529ead0
1778625936.690217 remove peer 0xaaab052759e0
1778625936.690247 unref client 0xaaab0529ead0 (1 references)
1778625936.690262 free client 0xaaab0529ead0 (0 references)
1778625936.690271 cmdq_next <global>: waiting
1778625936.690277 cmdq_next </dev/pts/0>: waiting
1778625936.702418 add peer 0xaaab052759e0: 10 (0xaaab0529ead0)
1778625936.702474 new client 0xaaab0529ead0
1778625936.702485 cmdq_next <global>: waiting
1778625936.702491 cmdq_next </dev/pts/0>: waiting
1778625936.702540 peer 0xaaab052759e0 message 111
1778625936.702551 client 0xaaab0529ead0 IDENTIFY_LONGFLAGS 0x10000
1778625936.702556 peer 0xaaab052759e0 message 111
1778625936.702562 client 0xaaab0529ead0 IDENTIFY_LONGFLAGS 0x10000
1778625936.702568 peer 0xaaab052759e0 message 101
1778625936.702573 client 0xaaab0529ead0 IDENTIFY_TERM 
1778625936.702579 peer 0xaaab052759e0 message 109
1778625936.702613 client 0xaaab0529ead0 IDENTIFY_FEATURES 
1778625936.702620 peer 0xaaab052759e0 message 102
1778625936.702626 client 0xaaab0529ead0 IDENTIFY_TTYNAME 
1778625936.702631 peer 0xaaab052759e0 message 108
1778625936.702644 client 0xaaab0529ead0 IDENTIFY_CWD /home/pippins/terminal-config
1778625936.702651 peer 0xaaab052759e0 message 104
1778625936.702657 client 0xaaab0529ead0 IDENTIFY_STDIN 11
1778625936.702665 cmdq_next <global>: waiting
1778625936.702671 cmdq_next </dev/pts/0>: waiting
1778625936.702709 peer 0xaaab052759e0 message 110
1778625936.702717 client 0xaaab0529ead0 IDENTIFY_STDOUT 12
1778625936.702722 peer 0xaaab052759e0 message 107
